transactionId,customer,country,date,product,code,sales,cost,profit
0181,Bob Brown,France,2023-07-19,Alpha,xn9l9m,2583.0,2460.0,123.0
0182,Bob Brown,USA,2023-09-08,Beta,xkk7wl,5080.0,244.0,4836.0
0183,Bob Brown,United Kingdom,2022-03-08,Eta,hamzij,8885.0,,
0184,John Doe,Brazil,2023-02-19,Epsilon,9mthzv,1893.0,,
0185,Charlie Davis,USA,2023-11-02,Kappa,m850wf,548.0,593.0,-45.0
0186,Alice Johnson,India,2023-11-02,Kappa,t24lb9,1244.0,4518.0,-3274.0
0187,Eve Wilson,United Arab Emirates,2022-02-26,Beta,88epiy,5206.0,225.0,4981.0
0188,John Doe,USA,2023-04-21,Beta,b7kesf,6578.0,,
0189,Alice Johnson,France,2022-01-21,Kappa,comz5s,4450.0,2132.0,2318.0
0190,Eve Wilson,United Kingdom,2022-02-23,Zeta,dwgmao,5958.0,4372.0,1586.0
0191,Frank Thomas,India,2022-04-08,Epsilon,zgj5c9,7571.0,3370.0,4201.0
0192,John Doe,USA,2023-09-07,Beta,ve80lc,1119.0,,
0193,Alice Johnson,Brazil,2022-02-05,Gamma,s0qoc0,3501.0,,
0194,Alice Johnson,United Kingdom,2023-12-29,Epsilon,6rgrbi,7479.0,3676.0,3803.0
0195,Frank Thomas,France,2022-04-21,Eta,hl84wr,2005.0,3407.0,-1402.0
0196,Eve Wilson,India,2022-08-11,Alpha,9vq83e,5462.0,4538.0,924.0
0197,Eve Wilson,France,2023-06-25,Kappa,hbh5p4,4531.0,1709.0,2822.0
0198,Frank Thomas,USA,2022-09-17,Delta,laisbk,432.0,2157.0,-1725.0
0199,Jane Smith,Brazil,2023-04-09,Gamma,uxylbd,2121.0,3900.0,-1779.0
0200,Frank Thomas,United Arab Emirates,2023-06-03,Delta,7ey89a,8260.0,,
0201,Charlie Davis,United Arab Emirates,2023-11-23,Alpha,62m2t5,6496.0,1076.0,5420.0
0202,Alice Johnson,France,2022-04-12,Kappa,h51rai,1708.0,4261.0,-2553.0
0203,Eve Wilson,India,2022-04-25,Beta,q8sd21,6451.0,4529.0,1922.0
0204,Alice Johnson,United Arab Emirates,2022-12-12,Eta,n3v5d5,8069.0,2676.0,5393.0
0205,Eve Wilson,United Arab Emirates,2022-11-23,Theta,mup6to,877.0,2912.0,-2035.0
0206,John Doe,France,2022-02-12,Gamma,wt32a1,3016.0,1073.0,1943.0
0207,Bob Brown,France,2022-09-22,Theta,n74sg0,2309.0,2752.0,-443.0
0208,John Doe,France,2022-03-18,Kappa,thpmty,2919.0,1778.0,1141.0
0209,Jane Smith,France,2022-05-17,Gamma,zqr13v,3836.0,,
0210,Charlie Davis,United Kingdom,2022-07-04,Gamma,sf4kp3,156.0,701.0,-545.0
0211,Jane Smith,United Arab Emirates,2022-12-19,Theta,h1ocsk,2098.0,241.0,1857.0
0212,Bob Brown,USA,2022-12-01,Epsilon,rqc7o6,2650.0,,
0213,Bob Brown,India,2023-08-05,Gamma,54wkdb,620.0,244.0,376.0
0214,Eve Wilson,Brazil,2023-06-12,Gamma,we3nyw,6909.0,,
0215,Jane Smith,USA,2023-08-07,Gamma,6qpwl2,7099.0,763.0,6336.0
0216,Jane Smith,India,2023-08-21,Alpha,tw7yin,726.0,,
0217,Alice Johnson,India,2022-04-24,Beta,4a4szw,6628.0,902.0,5726.0
0218,John Doe,USA,2023-09-19,Zeta,730iw7,879.0,3723.0,-2844.0
0219,Bob Brown,Brazil,2023-03-13,Epsilon,wnmy0w,6339.0,3527.0,2812.0
0220,Frank Thomas,Brazil,2022-02-10,Alpha,fkypkb,8246.0,1565.0,6681.0
0221,Charlie Davis,India,2022-12-18,Iota,jailwj,307.0,,
0222,John Doe,France,2022-09-05,Epsilon,pd0gi0,6079.0,1476.0,4603.0
0223,Jane Smith,France,2022-12-31,Eta,a1ex9l,6725.0,2352.0,4373.0
0224,Jane Smith,United Arab Emirates,2022-01-23,Epsilon,eodfsx,9057.0,1203.0,7854.0
0225,Bob Brown,United Arab Emirates,2023-07-29,Delta,3j6cnp,9583.0,2094.0,7489.0
0226,John Doe,United Kingdom,2023-11-12,Alpha,5p6ydw,2874.0,2524.0,350.0
0227,Frank Thomas,France,2023-02-13,Beta,vfbuve,1966.0,4299.0,-2333.0
0228,Bob Brown,India,2022-08-14,Iota,zq63se,4823.0,,
0229,John Doe,United Arab Emirates,2023-09-05,Iota,l5bm7x,847.0,1074.0,-227.0
0230,Alice Johnson,India,2022-09-11,Alpha,pxe5of,5420.0,732.0,4688.0
0231,Alice Johnson,India,2023-10-12,Iota,qscuk4,4423.0,325.0,4098.0
0232,Bob Brown,United Kingdom,2023-04-22,Eta,giajmc,4382.0,825.0,3557.0
0233,Eve Wilson,USA,2022-06-03,Iota,9ukvwy,5985.0,652.0,5333.0
0234,Alice Johnson,United Kingdom,2022-11-27,Theta,darqhh,3270.0,4841.0,-1571.0
0235,Jane Smith,India,2022-07-09,Beta,h51xwy,1570.0,771.0,799.0
0236,John Doe,United Kingdom,2022-03-07,Delta,mtoa2l,3497.0,1984.0,1513.0
0237,Eve Wilson,India,2023-02-14,Eta,s29pbb,670.0,4267.0,-3597.0
0238,Charlie Davis,Brazil,2023-09-19,Delta,jx5eok,2858.0,2123.0,735.0
0239,Charlie Davis,India,2022-10-12,Iota,u4z51t,3547.0,861.0,2686.0
0240,Frank Thomas,United Arab Emirates,2022-05-08,Epsilon,3d5gvp,8807.0,1171.0,7636.0
0241,Eve Wilson,USA,2023-06-05,Alpha,ot4gpc,7071.0,3082.0,3989.0
0242,Alice Johnson,United Arab Emirates,2023-09-22,Iota,i7ijmg,5237.0,263.0,4974.0
0243,Alice Johnson,India,2023-10-03,Eta,av028e,9675.0,916.0,8759.0
0244,John Doe,United Kingdom,2022-01-11,Kappa,kztxpt,8550.0,1589.0,6961.0
0245,Alice Johnson,United Kingdom,2022-11-24,Eta,pbww5x,2821.0,4191.0,-1370.0
0246,Bob Brown,Brazil,2022-12-23,Beta,nq3s7t,4078.0,4368.0,-290.0
0247,John Doe,Brazil,2022-12-19,Gamma,fj9jc5,142.0,4830.0,-4688.0
0248,Charlie Davis,France,2023-08-20,Beta,w2o54r,381.0,687.0,-306.0
0249,Charlie Davis,United Kingdom,2023-01-06,Alpha,uaqade,8338.0,509.0,7829.0
0250,Charlie Davis,United Arab Emirates,2022-09-01,Zeta,oyq9el,5586.0,2114.0,3472.0
0251,Frank Thomas,Brazil,2023-11-07,Kappa,m4mobh,4877.0,3453.0,1424.0
0252,Bob Brown,Brazil,2023-04-23,Kappa,grs2zf,6440.0,389.0,6051.0
0253,Jane Smith,France,2023-01-18,Theta,ccklzo,9415.0,,
0254,Alice Johnson,USA,2023-01-08,Theta,8i9969,2052.0,3950.0,-1898.0
0255,Alice Johnson,India,2023-02-24,Delta,bg7qgo,4560.0,586.0,3974.0
0256,Charlie Davis,India,2023-04-28,Delta,4mglwx,7766.0,803.0,6963.0
0257,Eve Wilson,Brazil,2022-02-25,Gamma,rhtnni,4728.0,4650.0,78.0
0258,Jane Smith,France,2022-09-13,Alpha,am5i82,3403.0,2441.0,962.0
0259,John Doe,United Arab Emirates,2023-07-25,Epsilon,ksg0en,9601.0,3457.0,6144.0
0260,Bob Brown,France,2023-12-27,Delta,ha7pyh,1191.0,3201.0,-2010.0
0261,Frank Thomas,USA,2022-03-17,Beta,l371wl,6073.0,3162.0,2911.0
0262,Bob Brown,United Arab Emirates,2022-04-04,Epsilon,96107c,2410.0,3189.0,-779.0
0263,Jane Smith,United Arab Emirates,2023-02-14,Zeta,xcqrty,2783.0,1830.0,953.0
0264,Alice Johnson,United Kingdom,2022-11-09,Delta,v1tg2z,6811.0,558.0,6253.0
0265,John Doe,United Kingdom,2023-03-24,Gamma,jl279v,4946.0,2272.0,2674.0
0266,Charlie Davis,Brazil,2023-01-09,Alpha,vdwmpo,6968.0,4926.0,2042.0
0267,Jane Smith,United Kingdom,2023-07-09,Eta,ragwe8,7661.0,3121.0,4540.0
0268,Bob Brown,India,2023-08-25,Eta,p4xlog,3159.0,1101.0,2058.0
0269,Bob Brown,France,2022-05-29,Delta,1hn0qh,9258.0,1903.0,7355.0
0270,Jane Smith,USA,2023-12-18,Gamma,tv3c4r,8851.0,935.0,7916.0
0271,Bob Brown,United Kingdom,2023-11-28,Theta,gp6lrh,6572.0,510.0,6062.0
0272,Charlie Davis,USA,2022-04-17,Zeta,ztil03,9902.0,4675.0,5227.0
0273,Eve Wilson,India,2022-01-19,Kappa,evp9y5,3759.0,2207.0,1552.0
0274,Eve Wilson,United Kingdom,2022-11-10,Eta,d20a51,5391.0,2165.0,3226.0
0275,Alice Johnson,United Arab Emirates,2023-02-06,Iota,qa12ks,1251.0,1187.0,64.0
0276,Frank Thomas,Brazil,2023-10-26,Beta,aj068z,5636.0,4021.0,1615.0
0277,Bob Brown,Brazil,2022-10-26,Delta,4xk2id,1485.0,1771.0,-286.0
0278,John Doe,United Kingdom,2022-07-25,Delta,164da1,2233.0,1990.0,243.0
0279,Eve Wilson,United Kingdom,2023-06-18,Beta,n09tvd,1994.0,1145.0,849.0
0280,Eve Wilson,United Arab Emirates,2022-12-13,Delta,d6vr70,4321.0,2211.0,2110.0
0281,Eve Wilson,United Arab Emirates,2022-02-22,Zeta,zax2n5,4176.0,401.0,3775.0
0282,Frank Thomas,Brazil,2022-08-12,Kappa,651rha,2570.0,3038.0,-468.0
0283,Frank Thomas,United Arab Emirates,2022-04-06,Delta,fq9jfj,9863.0,2262.0,7601.0
0284,Bob Brown,India,2022-07-17,Beta,b2wwnl,6150.0,4790.0,1360.0
0285,Bob Brown,USA,2022-12-08,Iota,p01xgn,9658.0,1822.0,7836.0
0286,Frank Thomas,United Kingdom,2023-02-20,Iota,0l3e9a,3306.0,800.0,2506.0
0287,Alice Johnson,Brazil,2023-07-18,Eta,5080kb,8222.0,1366.0,6856.0
0288,Frank Thomas,India,2023-10-25,Zeta,ldo4yf,8851.0,4792.0,4059.0
0289,Charlie Davis,India,2023-07-23,Kappa,vo3f6w,5999.0,990.0,5009.0
0290,Frank Thomas,USA,2023-07-15,Epsilon,ro155c,218.0,855.0,-637.0
0291,Jane Smith,Brazil,2023-11-29,Kappa,n9eh68,7071.0,2863.0,4208.0
0292,Eve Wilson,USA,2023-08-13,Iota,6sramp,1073.0,,
0293,John Doe,USA,2023-03-16,Alpha,rih4d6,9596.0,357.0,9239.0
0294,Frank Thomas,United Kingdom,2023-10-14,Theta,x57skk,1770.0,4991.0,-3221.0
0295,Frank Thomas,India,2022-02-26,Alpha,hbb272,9297.0,85.0,9212.0
0296,Frank Thomas,United Arab Emirates,2023-02-23,Epsilon,7r0m69,7966.0,,
0297,John Doe,United Arab Emirates,2023-10-15,Alpha,06pizt,2456.0,1587.0,869.0
0298,Jane Smith,Brazil,2022-02-01,Iota,tc87r5,6039.0,3794.0,2245.0
0299,Jane Smith,United Arab Emirates,2023-04-28,Theta,ys3l7g,6018.0,3240.0,2778.0
0300,Eve Wilson,USA,2022-10-05,Iota,9i1k5i,575.0,2035.0,-1460.0
0301,John Doe,USA,2023-03-04,Epsilon,eaii3c,1082.0,194.0,888.0
